Sub-Category,Sales,Order_Date
Furnishings,32.712,6/25/2016
Binders,11.43,3/17/2014
Binders,30.44,3/17/2014
Paper,12.96,3/17/2014
Paper,16.0,3/17/2014
Appliances,32.67,3/17/2014
Fasteners,4.464,08-09-2014
Binders,9.345,08-09-2014
Binders,9.144,7/26/2015
Binders,23.136,7/26/2015
Art,99.2,7/26/2015
Binders,21.36,2/15/2014
Furnishings,46.9,3/24/2015
Binders,18.72,09-02-2017
Tables,236.528,09-02-2017
Labels,18.9,11/16/2015
Paper,10.688,12-09-2014
Storage,237.096,12-09-2014
Paper,5.184,02-03-2017
Paper,65.584,02-03-2017
Furnishings,22.2,02-03-2017
Paper,419.4,02-03-2017
Furnishings,88.92,11-11-2017
Art,9.912,9/17/2017
Chairs,318.43,9/17/2017
Binders,5.8,9/17/2017
Phones,1415.76,9/17/2017
Phones,148.48,6/25/2017
Labels,9.248,7/30/2016
Storage,1036.624,7/30/2016
Phones,569.64,4/16/2015
Binders,9.14,4/16/2015
Furnishings,1196.86,4/16/2015
Bookcases,523.26,4/16/2015
Copiers,639.968,04-11-2015
Paper,52.76,04-11-2015
Accessories,538.92,2/27/2015
Art,14.88,09-08-2016
Paper,34.24,09-08-2016
Storage,261.74,09-08-2016
Appliances,87.84,5/19/2016
Furnishings,34.92,11-11-2017
Paper,14.94,9/15/2014
Furnishings,14.56,9/15/2014
Binders,3.576,9/15/2015
Storage,147.184,9/15/2015
Copiers,1499.95,07-01-2016
Art,13.568,04-10-2016
Chairs,2573.82,01-06-2014
Binders,609.98,01-06-2014
Art,5.48,01-06-2014
Phones,391.98,01-06-2014
Phones,755.96,01-06-2014
Fasteners,31.12,01-06-2014
Paper,6.54,01-06-2014
Envelopes,12.78,09-01-2016
Binders,18.464,9/23/2014
Chairs,445.802,12/15/2014
Art,2.48,12/28/2017
Binders,25.9,12/28/2017
Paper,29.9,12/19/2015
Accessories,2249.91,12/19/2015
Tables,1053.164,12/19/2015
Paper,12.96,11-05-2017
Furnishings,106.68,09-10-2015
Phones,119.94,11/16/2017
Paper,10.272,09-11-2017
Tables,512.19,09-11-2017
Appliances,1.556,09-11-2017
Binders,4.448,7/14/2017
Furnishings,276.69,7/14/2017
Fasteners,4.96,7/14/2017
Art,71.92,7/14/2017
Furnishings,18.84,7/14/2017
Accessories,140.97,7/14/2017
Phones,470.376,7/14/2017
Art,6.08,3/30/2017
Phones,164.792,3/30/2017
Envelopes,23.36,1/31/2016
Binders,12.176,06-08-2017
Phones,46.384,11-02-2014
Storage,362.92,11-02-2014
Paper,9.248,7/14/2017
Phones,1889.946,7/14/2017
Storage,62.04,7/14/2017
Furnishings,396.92,7/14/2017
Storage,239.456,7/14/2017
Art,13.12,7/14/2017
Binders,29.36,12-09-2017
Appliances,214.9,12-09-2017
Binders,15.92,12-09-2017
Accessories,146.45,12-09-2017
Storage,15.14,12-09-2017
Labels,5.76,12-09-2017
Copiers,1399.98,12-09-2017
Binders,8.952,09-05-2016
Binders,8.856,09-05-2016
Chairs,85.246,09-05-2016
Envelopes,21.728,09-10-2014
Chairs,1487.04,09-10-2014
Envelopes,71.88,9/26/2017
Furnishings,9.24,9/26/2017
Paper,35.88,9/26/2017
Binders,17.04,9/26/2017
Binders,931.176,9/26/2017
Furnishings,266.352,6/17/2016
Chairs,483.136,6/17/2016
Chairs,196.784,2/25/2017
Bookcases,231.92,2/25/2017
Supplies,29.7,3/31/2017
Furnishings,13.592,12-03-2017
Paper,70.88,2/19/2016
Storage,114.288,12-02-2017
Binders,36.624,12-02-2017
Bookcases,242.352,12-02-2017
Phones,49.616,12-02-2017
Furnishings,508.704,12-02-2017
Phones,57.36,12-02-2017
Chairs,906.68,12-02-2017
Phones,719.952,10-10-2014
Phones,755.944,10-10-2014
Binders,11.98,10-10-2014
Binders,0.898,10-10-2014
Furnishings,21.204,09-05-2016
Envelopes,34.74,11/20/2014
Phones,833.94,11/20/2014
Binders,12.96,11/20/2014
Paper,25.92,11/20/2014
Bookcases,349.965,05-10-2014
Art,22.32,05-10-2014
Paper,158.28,11/27/2017
Binders,497.94,11/27/2017
Appliances,533.94,11-01-2014
Paper,167.94,11-01-2014
Furnishings,31.68,11-01-2014
Chairs,170.786,12/30/2016
Bookcases,198.744,09-03-2016
Accessories,63.824,10-05-2017
Chairs,435.168,1/30/2016
Bookcases,48.58,1/30/2016
Accessories,47.976,4/21/2017
Paper,20.736,4/21/2017
Art,26.46,12-05-2014
Paper,49.12,12-05-2014
Fasteners,15.0,12-05-2014
Storage,194.7,10/21/2014
Tables,591.32,10/21/2014
Art,2.84,10/21/2014
Storage,221.96,12-08-2015
Accessories,236.0,12-08-2015
Accessories,41.94,11-02-2014
Phones,52.792,11-02-2014
Chairs,563.94,12/18/2016
Appliances,2625.12,11/23/2015
Art,17.94,11/23/2015
Storage,422.856,8/13/2015
Chairs,127.764,4/16/2015
Phones,3499.93,3/21/2014
Labels,14.4,3/21/2014
Paper,122.97,3/21/2014
Art,9.32,3/21/2014
Binders,122.94,3/21/2014
Furnishings,17.31,11/16/2017
Art,128.744,9/25/2015
Furnishings,58.248,09-05-2016
Chairs,71.246,09-05-2016
Art,7.872,09-05-2016
Chairs,887.271,09-05-2016
Binders,146.86,4/20/2017
Binders,36.56,4/20/2017
Phones,225.576,6/15/2015
Art,5.248,9/17/2014
Art,38.256,9/17/2014
Paper,40.24,9/17/2014
Machines,29.925,9/17/2014
Paper,148.704,9/17/2014
Accessories,55.92,9/17/2014
Paper,12.96,07-08-2016
Furnishings,25.176,5/27/2016
Furnishings,5.584,5/27/2016
Storage,1297.368,5/27/2016
Storage,264.32,12/24/2017
Paper,25.92,05-03-2017
Art,22.96,05-03-2017
Paper,19.44,2/22/2014
Paper,9.54,02-08-2015
Fasteners,5.81,02-08-2015
Art,5.76,02-08-2015
Furnishings,14.91,8/24/2015
Binders,6.642,11/30/2014
Paper,18.54,12-10-2016
Binders,679.96,12-10-2016
Tables,189.576,10/27/2017
Phones,71.96,10/27/2017
Phones,539.92,11/25/2014
Chairs,725.344,11/25/2014
Art,7.44,11/25/2014
Appliances,39.48,7/14/2014
Appliances,850.5,5/23/2015
Furnishings,75.33,5/23/2015
Appliances,325.632,11/21/2015
Accessories,23.344,11/21/2015
Labels,16.52,11/21/2015
Envelopes,335.72,3/30/2014
Phones,251.944,3/30/2014
Chairs,127.302,3/30/2014
Chairs,1207.84,12/29/2017
Binders,12.53,12/29/2017
Art,34.58,12/29/2017
Chairs,300.98,12/29/2017
Chairs,258.75,12/29/2017
Art,59.52,03-02-2017
Envelopes,57.96,03-02-2017
Bookcases,441.96,03-02-2017
Paper,68.04,03-02-2017
Machines,703.71,10-06-2016
Binders,17.904,10-06-2016
Binders,11.976,10-06-2016
Accessories,67.96,10-06-2016
Chairs,892.224,04-05-2015
Machines,1299.99,09-09-2014
Binders,4.544,3/15/2016
Chairs,1352.032,3/15/2016
Tables,1548.99,12/27/2015
Envelopes,19.872,12/27/2015
Accessories,119.448,08-07-2017
Storage,118.16,08-07-2017
Art,19.56,3/22/2015
Furnishings,80.96,11/30/2015
Paper,25.92,11/30/2015
Appliances,106.96,4/15/2014
Furnishings,187.76,4/15/2014
Binders,76.776,7/30/2017
Binders,53.9,06-01-2017
Furnishings,76.728,01-07-2014
Binders,10.43,01-07-2014
Art,99.2,9/29/2017
Art,15.92,9/13/2017
Furnishings,129.92,10/22/2014
Binders,30.4,10-04-2016
Copiers,5399.91,10-04-2016
Storage,119.1,10-04-2016
Paper,40.08,11/27/2015
Paper,59.94,11/27/2015
Accessories,259.98,11/27/2015
Bookcases,170.98,11/27/2015
Furnishings,38.97,11/27/2015
Paper,154.9,11/27/2015
Tables,446.068,11/27/2015
Appliances,152.94,05-06-2017
Accessories,23.472,10-08-2014
Paper,195.64,12/31/2014
Paper,14.94,12/31/2014
Accessories,1687.8,12/31/2014
Bookcases,341.96,12/31/2014
Chairs,605.88,12/31/2014
Appliances,186.732,4/28/2015
Binders,3812.97,4/28/2015
Binders,26.424,2/14/2015
Phones,625.99,2/14/2015
Tables,1568.61,11/25/2016
Binders,17.3,11/25/2016
Accessories,160.0,11/25/2016
Appliances,179.94,7/15/2017
Tables,872.94,7/15/2017
Paper,12.96,7/15/2017
Labels,88.8,12/29/2014
Phones,319.968,12/29/2014
Chairs,167.888,3/22/2016
Paper,163.96,07-02-2017
Binders,5.232,07-02-2017
Copiers,1199.98,12/14/2017
Storage,73.85,12/14/2017
Supplies,25.71,12/14/2017
Fasteners,17.28,12/14/2017
Tables,526.582,12/14/2017
Paper,11.56,8/26/2016
Phones,209.97,8/26/2016
Tables,447.84,8/26/2016
Accessories,479.97,8/26/2016
Art,8.64,8/26/2016
Art,11.68,10/15/2017
Accessories,40.776,10/25/2014
Binders,13.698,10/25/2014
Phones,87.8,04-02-2015
Furnishings,77.952,10/28/2017
Storage,147.184,10/28/2017
Paper,47.952,10/28/2017
Appliances,250.26,12-05-2014
Accessories,40.776,11-03-2017
Paper,29.6,01-06-2015
Binders,1.938,01-06-2015
Accessories,159.96,09-09-2017
Art,59.52,01-05-2015
Envelopes,17.48,01-05-2015
Binders,13.168,01-05-2015
Appliances,40.74,4/16/2017
Chairs,179.886,09-10-2015
Appliances,286.256,9/25/2016
Storage,24.224,9/25/2016
Storage,331.536,9/25/2016
Art,17.52,3/16/2015
Art,17.856,11/26/2016
Accessories,431.976,9/26/2016
Chairs,291.136,6/13/2017
Envelopes,114.848,9/18/2017
Paper,10.688,06-02-2017
Paper,15.232,5/15/2016
Art,12.42,9/15/2017
Paper,19.44,8/22/2016
Binders,70.368,5/30/2014
Art,12.672,12/18/2017
Phones,89.95,7/30/2017
Paper,6.58,11/21/2014
Accessories,94.99,11/21/2014
Phones,35.12,9/24/2015
Paper,25.92,8/20/2017
Binders,7.96,6/17/2016
Phones,566.97,6/17/2016
Art,9.84,6/17/2016
Accessories,25.488,12/19/2015
Fasteners,7.56,5/31/2015
Furnishings,60.84,6/18/2015
Storage,450.04,6/18/2015
Binders,34.6,6/18/2015
Phones,467.97,6/18/2015
Binders,33.02,6/18/2015
Furnishings,17.088,11/30/2015
Art,3.008,12/21/2015
Paper,268.24,11/17/2017
Accessories,431.16,11/17/2017
Phones,43.6,11/13/2017
Furnishings,154.95,11/13/2017
Paper,15.552,10/24/2016
Paper,42.208,12-06-2014
Paper,10.368,12-03-2017
Art,2.224,9/26/2017
Envelopes,74.52,02-03-2015
Art,17.52,08-12-2017
Chairs,1779.9,08-12-2017
Art,219.9,08-12-2017
Art,7.152,8/24/2015
Paper,26.72,11-12-2017
Phones,1039.728,08-01-2016
Appliances,45.96,08-01-2016
Binders,456.588,11/25/2016
Machines,4499.985,11/25/2016
Accessories,59.976,11/25/2016
Envelopes,6.12,4/13/2016
Appliances,10.98,12/27/2014
Fasteners,7.86,12/27/2014
Storage,51.45,12/27/2014
Binders,37.056,12/27/2014
Appliances,203.92,4/18/2016
Phones,29.56,4/18/2016
Binders,8.568,03-08-2015
Storage,45.248,11-04-2016
Tables,876.3,11-04-2016
Supplies,185.376,11-04-2016
Labels,25.06,11/29/2014
Binders,2.89,5/17/2016
Fasteners,7.896,5/17/2016
Furnishings,22.608,5/17/2016
Paper,30.528,5/17/2016
Binders,4.842,9/19/2017
Binders,1.8,12/19/2016
Accessories,39.984,10-12-2017
Paper,32.4,12-12-2015
Paper,97.88,12-12-2015
Phones,307.168,07-12-2015
Binders,26.9,10-02-2015
Envelopes,47.01,3/24/2017
Phones,469.99,3/24/2017
Chairs,207.846,3/24/2017
Storage,324.744,06-01-2017
Furnishings,40.48,3/24/2014
Labels,12.0,9/22/2015
Storage,720.064,9/22/2015
Storage,25.424,9/22/2015
Art,2.816,9/22/2015
Binders,3.204,9/22/2015
Binders,30.828,01-08-2016
Art,47.616,01-08-2016
Phones,108.784,01-08-2016
Paper,4.77,2/14/2016
Art,7.98,2/14/2016
Tables,550.431,2/14/2016
Furnishings,10.56,2/14/2016
Bookcases,1497.666,06-08-2017
Phones,17.52,06-08-2017
Art,113.22,10/21/2016
Paper,35.88,10/21/2016
Binders,4535.976,10/21/2016
Fasteners,11.84,1/26/2017
Storage,592.74,12-08-2017
Storage,111.672,10/21/2016
Art,8.64,8/26/2014
Accessories,149.97,8/26/2014
Chairs,232.88,5/16/2014
Chairs,90.882,02-03-2015
Phones,508.768,10/31/2017
Envelopes,9.912,10/31/2017
Chairs,63.936,4/26/2015
Art,59.52,4/26/2015
Phones,311.976,4/26/2015
Binders,50.352,4/26/2015
Phones,19.136,05-09-2016
Art,13.12,1/24/2015
Tables,241.568,4/13/2015
Phones,479.92,4/13/2015
Chairs,307.136,9/25/2015
Labels,12.6,9/25/2015
Accessories,159.98,9/25/2015
Envelopes,6.12,3/28/2014
Tables,1184.72,3/28/2014
Appliances,45.96,7/17/2016
Binders,58.05,4/19/2014
Paper,71.28,4/19/2014
Tables,124.404,7/21/2017
Paper,154.9,9/27/2015
Phones,1871.88,9/27/2015
Furnishings,16.192,2/27/2016
Storage,18.936,05-02-2016
Storage,12.672,05-02-2016
Labels,5.04,05-02-2016
Paper,8.448,12-09-2014
Appliances,20.388,12-09-2014
Paper,9.96,12/25/2015
Appliances,320.64,12-07-2017
Accessories,52.0,12-07-2017
Binders,25.584,5/30/2014
Phones,464.0,5/30/2014
Appliances,235.95,5/30/2014
Paper,39.96,5/30/2014
Binders,18.528,03-02-2017
Accessories,17.9,10-12-2015
Storage,81.96,10-12-2015
Storage,272.736,7/14/2015
Paper,18.496,7/14/2015
Chairs,441.92,7/14/2015
Bookcases,127.764,7/14/2015
Paper,166.44,11/19/2014
Paper,13.38,5/27/2016
Accessories,24.0,07-03-2017
Envelopes,24.448,9/25/2017
Labels,6.16,10-03-2016
Chairs,915.136,10-03-2016
Paper,8.56,10-03-2016
Paper,97.82,10-03-2016
Paper,31.104,09-09-2017
Appliances,11.176,09-09-2017
Labels,5.04,03-12-2015
Furnishings,242.176,11/29/2016
Tables,337.176,6/14/2016
Art,13.344,12-03-2017
Accessories,76.752,12-03-2017
Accessories,102.336,12-03-2017
Paper,10.32,12-03-2017
Supplies,47.32,12-03-2017
Furnishings,23.376,12-03-2017
Furnishings,16.72,12-03-2017
Furnishings,16.192,12-03-2017
Paper,32.4,8/16/2016
Art,19.89,12/25/2016
Accessories,399.98,12/25/2016
Furnishings,343.85,12/25/2016
Paper,106.32,12/25/2016
Binders,13.92,7/23/2017
Binders,82.4,6/21/2017
Binders,6.24,6/21/2017
Paper,447.84,6/21/2017
Appliances,272.048,8/13/2017
Binders,1614.582,8/13/2017
Fasteners,24.32,8/13/2017
Accessories,1.584,8/13/2017
Furnishings,31.984,8/13/2017
Envelopes,14.76,8/13/2017
Chairs,423.648,8/13/2017
Paper,76.64,11-07-2015
Envelopes,4.464,10/15/2015
Binders,3.96,10/15/2015
Appliances,715.64,7/30/2016
Tables,268.704,12-03-2016
Art,21.92,12-03-2016
Storage,48.72,12-03-2016
Bookcases,205.666,12-03-2016
Furnishings,30.344,4/28/2016
Storage,25.696,8/25/2017
Machines,3404.5,6/17/2017
Accessories,101.34,6/17/2017
Chairs,344.372,11/20/2015
Art,30.384,09-04-2017
Binders,22.848,07-04-2015
Storage,38.62,9/15/2017
Accessories,59.98,9/15/2017
Binders,174.3,3/13/2017
Phones,383.96,9/24/2017
Binders,15.57,9/24/2017
Binders,22.32,8/13/2016
Labels,103.6,8/13/2016
Accessories,2.97,11/20/2017
Phones,569.99,11/20/2017
Furnishings,50.97,11/20/2017
Tables,298.116,7/25/2017
Art,59.52,3/25/2016
Chairs,230.28,7/15/2016
Paper,105.52,7/15/2016
Envelopes,23.36,8/17/2017
Phones,71.976,8/17/2017
Paper,8.56,8/17/2017
Binders,13.92,8/17/2017
Appliances,2518.29,8/17/2017
Storage,540.57,8/17/2017
Binders,221.056,8/17/2017
Chairs,81.424,12/14/2016
Storage,134.8,12/14/2016
Binders,39.582,12/25/2017
Supplies,44.688,12/25/2017
Art,31.744,12/25/2017
Binders,40.98,12/25/2017
Binders,3.168,12/25/2017
Fasteners,18.84,03-01-2014
Chairs,362.25,03-01-2014
Furnishings,63.552,03-01-2014
Storage,129.552,03-01-2014
Binders,5.984,11/19/2015
Phones,861.76,11/19/2015
Storage,66.96,04-01-2014
Binders,6.24,04-01-2014
Chairs,435.168,10-05-2017
Fasteners,14.9,10-05-2017
Appliances,15.8,10-05-2017
Furnishings,72.9,10-05-2017
Tables,206.352,10-05-2017
Phones,7.992,10-05-2017
Storage,81.36,11/18/2017
Binders,20.232,11/18/2017
Appliances,389.056,11/18/2017
Paper,20.736,11/18/2017
Paper,41.472,11/18/2017
Paper,33.36,3/23/2015
Bookcases,90.882,10-10-2016
Phones,15.992,10-10-2016
Chairs,120.784,10-10-2016
Phones,519.792,8/16/2015
Accessories,31.176,8/16/2015
Paper,10.368,8/16/2015
Binders,2.724,8/16/2015
Furnishings,254.352,8/16/2015
Binders,3.762,8/16/2015
Paper,10.272,8/16/2015
Phones,659.97,5/31/2014
Phones,113.73,5/31/2014
Binders,5.104,8/27/2015
Paper,16.448,01-03-2014
Appliances,81.92,09-10-2014
Furnishings,254.9,09-10-2014
Fasteners,15.12,1/22/2017
Art,7.872,1/22/2017
Binders,8.32,4/21/2016
Phones,89.95,7/20/2016
Labels,25.2,8/23/2016
Labels,37.59,8/23/2016
Storage,14.97,8/23/2016
Accessories,1.98,8/23/2016
Binders,39.936,6/14/2016
Accessories,18.464,6/14/2016
Binders,4.896,11/20/2015
Bookcases,145.764,11/20/2015
Binders,9.612,11/20/2015
Accessories,199.75,11-03-2017
Tables,1673.184,11-03-2017
Furnishings,12.18,05-04-2014
Appliances,57.68,05-04-2014
Phones,263.96,11-08-2015
Accessories,299.94,12-12-2015
Supplies,25.76,12-12-2015
Phones,271.9,12-01-2014
Furnishings,45.84,12-01-2014
Furnishings,9.82,12-01-2014
Fasteners,93.36,10-07-2016
Storage,541.24,11/17/2015
Paper,106.32,11/17/2015
Chairs,1323.9,11/17/2015
Paper,126.624,3/17/2014
Phones,125.944,6/20/2015
Binders,663.92,5/25/2017
Accessories,120.0,5/25/2017
Fasteners,3.29,5/25/2017
Furnishings,18.84,5/25/2017
Furnishings,60.672,09-09-2014
Art,30.816,09-09-2014
Phones,52.792,10/17/2017
Appliances,83.9,11-02-2017
Paper,11.76,11-02-2017
Appliances,4.992,7/21/2014
Envelopes,87.92,7/21/2014
Chairs,657.93,7/21/2014
Binders,1.044,7/21/2014
Furnishings,210.68,09-11-2015
Storage,78.8,09-11-2015
Accessories,19.99,09-11-2015
Storage,772.68,09-11-2015
Accessories,106.08,10/21/2016
Furnishings,23.076,01-07-2016
Paper,25.92,01-07-2016
Paper,47.952,6/25/2015
Binders,0.984,6/25/2015
Furnishings,75.384,6/25/2015
Labels,4.608,6/25/2015
Binders,37.68,9/20/2015
Appliances,41.91,07-10-2017
Bookcases,435.999,6/30/2017
Chairs,388.704,8/21/2017
Storage,572.58,8/21/2017
Accessories,33.18,8/21/2017
Accessories,63.88,03-11-2017
Furnishings,26.72,03-11-2017
Binders,295.056,9/15/2017
Appliances,393.25,9/20/2016
Binders,2.214,12/15/2016
Paper,16.272,11-03-2017
Appliances,706.86,07-03-2016
Binders,5.97,9/26/2014
Furnishings,21.184,9/26/2014
Appliances,41.376,9/26/2014
Art,17.94,7/14/2014
Binders,2.655,9/28/2017
Storage,892.35,8/28/2015
Bookcases,307.666,8/28/2015
Storage,728.82,8/28/2015
Binders,41.36,8/28/2015
Phones,43.176,8/28/2015
Furnishings,4.16,8/28/2015
Paper,61.4,9/20/2015
Binders,24.448,9/20/2015
Phones,263.96,11-07-2016
Phones,359.97,11-07-2016
Paper,12.96,11-07-2016
Storage,116.82,11-07-2016
Binders,276.784,11-07-2016
Accessories,239.97,10/20/2015
Furnishings,16.02,10/20/2015
Storage,454.56,01-01-2017
Furnishings,141.42,01-01-2017
Chairs,310.744,01-01-2017
Art,12.736,01-01-2017
Binders,6.47,01-01-2017
Binders,13.748,01-01-2017
Appliances,15.224,01-01-2017
Furnishings,27.42,6/23/2015
Binders,165.98,6/23/2015
Accessories,75.0,6/23/2015
Binders,134.272,11/22/2016
Labels,146.544,10/26/2015
Paper,131.904,10/26/2015
Appliances,203.88,10/26/2015
Binders,14.301,10/26/2015
Storage,718.64,10/26/2015
Furnishings,61.1,10/20/2016
Appliances,28.08,4/28/2017
Art,10.496,9/29/2016
Binders,39.92,07-10-2015
Appliances,77.58,08-07-2015
Storage,269.36,12-07-2014
Labels,5.76,12-10-2015
Art,109.9,11-08-2017
Furnishings,23.88,7/27/2017
Paper,26.2,7/27/2017
Paper,12.96,7/27/2017
Accessories,234.95,7/27/2017
Storage,118.25,12/28/2017
Paper,4.28,12/28/2017
Accessories,26.85,03-10-2016
Machines,3357.6,03-10-2016
Labels,8.26,5/22/2015
Machines,2973.32,5/22/2015
Storage,104.79,5/22/2015
Phones,775.728,5/22/2015
Bookcases,89.0664,2/17/2017
Art,175.44,2/17/2017
Phones,438.336,2/17/2017
Chairs,215.544,12-08-2017
Envelopes,55.584,11/18/2017
Chairs,127.386,11/18/2017
Chairs,248.43,12-01-2016
Appliances,11.648,12-01-2016
Chairs,85.246,12-01-2016
Art,20.64,10-03-2017
Furnishings,148.02,8/29/2017
Storage,33.29,11/24/2017
Paper,204.95,6/30/2017
Chairs,526.344,7/22/2017
Furnishings,41.96,11-11-2016
Chairs,451.152,11-11-2016
Binders,31.504,11-11-2016
Envelopes,30.672,12-09-2014
Copiers,1079.976,12-09-2014
Chairs,161.568,09-07-2017
Binders,2.934,02-06-2015
Accessories,18.528,02-06-2015
Storage,670.752,02-06-2015
Furnishings,64.96,8/26/2017
Accessories,41.94,7/20/2014
Paper,11.96,7/20/2014
Art,13.12,7/20/2014
Storage,535.41,7/20/2014
Furnishings,72.78,10-08-2015
Paper,36.84,2/16/2015
Labels,87.71,2/16/2015
Tables,562.2925,08-12-2016
Furnishings,56.52,11-09-2014
Art,11.264,7/18/2016
Storage,284.08,7/18/2016
Paper,18.496,7/18/2016
Labels,14.73,02-05-2016
Storage,186.54,02-05-2016
Tables,557.728,02-05-2016
Phones,159.968,02-05-2016
Appliances,471.9,6/20/2014
Art,3.52,6/20/2014
Paper,49.12,06-09-2017
Labels,20.16,12/27/2016
Binders,10.68,1/26/2014
Bookcases,141.96,1/26/2014
Storage,32.48,3/23/2017
Paper,20.04,3/23/2017
Copiers,13999.96,3/23/2017
Accessories,238.0,3/20/2017
Paper,61.96,3/20/2017
Tables,239.372,10-04-2016
Accessories,595.0,11/18/2016
Paper,16.032,12/26/2017
Accessories,199.75,03-09-2016
Chairs,227.96,2/16/2016
Appliances,293.52,9/28/2015
Phones,307.98,9/28/2015
Furnishings,96.96,11-02-2015
Binders,117.488,11-02-2015
Binders,11.952,11-02-2015
Bookcases,512.499,11-02-2015
Tables,863.128,7/31/2016
Tables,2036.86,11-06-2017
Chairs,449.568,11-06-2017
Accessories,108.96,11-06-2017
Art,264.18,2/14/2016
Labels,2.88,07-09-2014
Binders,41.904,07-09-2014
Storage,23.92,07-09-2014
Paper,156.512,1/30/2016
Storage,128.34,9/22/2016
Accessories,474.95,12/22/2017
Copiers,999.98,09-02-2016
Tables,277.5,08-02-2015
Tables,1252.704,11/21/2015
Phones,110.97,11/21/2015
Furnishings,22.608,5/18/2017
Furnishings,1.892,5/18/2017
Paper,63.312,7/23/2017
Envelopes,7.824,9/13/2015
Chairs,170.072,9/13/2015
Paper,62.82,12-10-2016
Paper,19.44,10-02-2015
Binders,7.38,10-02-2015
Paper,38.88,11/17/2017
Furnishings,187.76,11/17/2017
Binders,6.048,11/30/2015
Appliances,98.352,11/30/2015
Furnishings,335.744,11/30/2015
Paper,8.96,12-06-2015
Accessories,89.568,09-05-2017
Art,71.96,09-05-2017
Paper,15.552,09-05-2017
Binders,10.43,4/24/2017
Storage,72.784,4/24/2017
Storage,67.15,11-08-2015
Phones,549.98,11-08-2015
Furnishings,11.82,11-08-2015
Machines,4643.8,11-08-2015
Chairs,577.764,11-08-2015
Tables,191.5155,4/26/2015
Art,2.624,4/26/2015
Binders,1369.764,9/20/2015
Storage,294.368,9/20/2015
Appliances,81.568,09-07-2017
Furnishings,44.46,11-07-2016
Storage,314.088,11-07-2016
Binders,6.336,9/25/2015
Paper,10.48,9/25/2015
Binders,2.469,9/25/2015
Binders,3.264,9/25/2015
Fasteners,4.344,10-03-2014
Furnishings,31.776,10-03-2014
Labels,4.928,10-03-2014
Binders,1.788,10-03-2014
Fasteners,15.072,10-03-2014
Storage,12.624,2/18/2014
Paper,185.88,06-12-2016
Paper,12.96,06-12-2016
Paper,189.7,11-01-2017
Paper,40.99,11-01-2017
Furnishings,82.64,04-04-2016
Storage,31.02,04-04-2016
Accessories,89.97,04-04-2016
Art,35.97,6/30/2016
Bookcases,1266.86,6/30/2016
Storage,169.45,9/22/2014
Storage,40.68,9/22/2014
Supplies,3.328,05-01-2017
Tables,933.262,05-01-2017
Chairs,2803.92,05-01-2017
Storage,4.768,10/20/2017
Paper,6.672,10/20/2017
Art,4.448,10/20/2017
Furnishings,43.936,10/20/2017
Binders,23.744,09-01-2014
Accessories,357.0,09-01-2014
Phones,806.336,08-12-2014
Furnishings,85.44,08-12-2014
Storage,344.91,8/19/2014
Appliances,70.97,05-10-2015
Art,36.784,05-10-2015
Phones,743.988,05-10-2016
Binders,11.212,03-05-2015
Furnishings,4.712,03-05-2015
Appliances,180.98,03-05-2015
Storage,60.416,03-05-2015
Copiers,299.99,08-12-2017
Paper,192.16,08-12-2017
Phones,242.624,08-12-2017
Storage,46.74,08-12-2017
Accessories,174.95,08-12-2017
Binders,100.704,08-12-2017
Paper,368.91,6/26/2016
Binders,8.02,6/26/2016
Storage,171.04,6/26/2016
Paper,19.44,12/15/2016
Binders,13.092,9/13/2015
Appliances,122.94,12/30/2014
Binders,35.448,12/30/2014
Phones,19.98,4/29/2014
Tables,69.375,1/30/2017
Supplies,31.68,1/30/2017
Phones,2003.168,1/30/2017
Art,9.344,1/30/2017
Chairs,2563.056,12/25/2016
Chairs,387.136,10/20/2016
Art,3.424,6/13/2015
Storage,1085.42,6/30/2017
Paper,43.056,6/26/2015
Binders,3.762,2/21/2016
Binders,34.86,2/21/2016
Storage,432.456,2/21/2016
Storage,675.06,4/22/2017
Envelopes,65.232,05-09-2017
Chairs,207.0,05-09-2017
Machines,600.53,12/21/2015
Art,59.904,12/21/2015
Accessories,637.44,12/21/2015
Furnishings,51.756,12/21/2015
Paper,31.104,08-12-2014
Art,47.96,08-12-2014
Accessories,158.928,08-12-2014
Appliances,211.248,08-12-2014
Supplies,5.552,08-12-2014
Labels,2.952,08-12-2014
Binders,10.332,12-11-2015
Binders,18.368,11-03-2017
Phones,299.9,3/13/2017
Envelopes,26.55,5/30/2016
Accessories,111.98,5/30/2016
Furnishings,4.928,07-05-2015
Labels,11.784,07-05-2015
Art,7.98,03-11-2014
Envelopes,180.96,4/20/2015
Accessories,1649.95,7/26/2017
Chairs,362.352,7/26/2017
Phones,73.584,10/31/2014
Tables,486.368,11-03-2017
Paper,32.4,08-11-2016
Binders,41.86,08-11-2016
Binders,77.56,08-11-2016
Art,37.17,7/25/2016
Storage,137.352,03-01-2014
Tables,376.509,03-01-2014
Furnishings,62.72,1/26/2017
Phones,2939.93,1/26/2017
Chairs,512.358,07-12-2014
Fasteners,3.488,07-12-2014
Art,22.288,07-12-2014
Paper,16.032,07-12-2014
Art,1.752,04-11-2017
Art,20.992,04-11-2017
Storage,11.21,11/13/2017
Art,45.04,12-05-2015
Binders,15.624,9/26/2016
Appliances,8.74,11/19/2016
Paper,44.75,11/19/2016
Storage,61.68,09-08-2017
Phones,158.376,09-08-2017
Binders,2.864,7/21/2017
