Category,Quantity,Order_Date
Office Supplies,3,01-07-2017
Office Supplies,7,01-07-2017
Office Supplies,1,01-07-2017
Office Supplies,3,8/13/2017
Office Supplies,4,11-02-2017
Office Supplies,6,9/19/2014
Office Supplies,3,5/31/2015
Office Supplies,3,9/13/2016
Office Supplies,5,9/13/2016
Technology,5,9/13/2016
Office Supplies,2,9/13/2016
Office Supplies,3,9/13/2016
Office Supplies,2,9/13/2016
Office Supplies,3,9/13/2016
Office Supplies,6,9/13/2016
Furniture,14,9/13/2016
Technology,3,9/13/2016
Furniture,2,11/29/2017
Furniture,5,11/29/2017
Office Supplies,3,12-04-2017
Office Supplies,5,05-02-2017
Office Supplies,3,05-02-2017
Office Supplies,5,05-02-2017
Furniture,2,12/25/2016
Furniture,3,12/25/2016
Office Supplies,6,9/30/2014
Office Supplies,9,07-12-2014
Technology,4,07-12-2014
Furniture,1,09-08-2016
Office Supplies,7,09-08-2016
Office Supplies,4,08-06-2017
Furniture,5,5/14/2015
Furniture,3,5/14/2015
Furniture,2,5/14/2015
Furniture,3,5/14/2015
Office Supplies,5,1/20/2017
Furniture,8,5/30/2016
Furniture,1,04-08-2014
Technology,2,7/23/2014
Technology,1,5/30/2017
Technology,2,5/30/2017
Furniture,1,5/30/2017
Furniture,2,3/13/2016
Technology,5,3/13/2016
Technology,3,3/13/2016
Office Supplies,5,3/13/2016
Office Supplies,1,3/13/2016
Office Supplies,5,3/13/2016
Office Supplies,5,3/13/2016
Office Supplies,2,3/13/2016
Technology,3,3/13/2016
Office Supplies,4,04-10-2017
Furniture,3,04-10-2017
Furniture,2,6/25/2016
Furniture,2,6/25/2016
Office Supplies,3,3/17/2014
Office Supplies,2,3/17/2014
Office Supplies,2,3/17/2014
Office Supplies,4,3/17/2014
Office Supplies,3,3/17/2014
Office Supplies,3,08-09-2014
Office Supplies,5,08-09-2014
Office Supplies,3,7/26/2015
Office Supplies,6,7/26/2015
Office Supplies,5,7/26/2015
Office Supplies,5,2/15/2014
Furniture,5,3/24/2015
Office Supplies,5,09-02-2017
Furniture,2,09-02-2017
Office Supplies,3,11/16/2015
Office Supplies,2,12-09-2014
Office Supplies,3,12-09-2014
Office Supplies,1,02-03-2017
Office Supplies,2,02-03-2017
Furniture,1,02-03-2017
Office Supplies,5,02-03-2017
Furniture,5,11-11-2017
Office Supplies,3,9/17/2017
Furniture,5,9/17/2017
Office Supplies,5,9/17/2017
Technology,6,9/17/2017
Technology,2,6/25/2017
Office Supplies,4,7/30/2016
Office Supplies,2,7/30/2016
Technology,2,4/16/2015
Office Supplies,1,4/16/2015
Furniture,7,4/16/2015
Furniture,9,4/16/2015
Technology,4,04-11-2015
Office Supplies,2,04-11-2015
Technology,9,2/27/2015
Office Supplies,2,09-08-2016
Office Supplies,8,09-08-2016
Office Supplies,2,09-08-2016
Office Supplies,8,5/19/2016
Furniture,4,11-11-2017
Office Supplies,3,9/15/2014
Furniture,2,9/15/2014
Office Supplies,4,9/15/2015
Office Supplies,2,9/15/2015
Technology,5,07-01-2016
Office Supplies,4,04-10-2016
Furniture,9,01-06-2014
Office Supplies,2,01-06-2014
Office Supplies,2,01-06-2014
Technology,2,01-06-2014
Technology,4,01-06-2014
Office Supplies,4,01-06-2014
Office Supplies,1,01-06-2014
Office Supplies,1,09-01-2016
Office Supplies,4,9/23/2014
Furniture,7,12/15/2014
Office Supplies,1,12/28/2017
Office Supplies,5,12/28/2017
Office Supplies,5,12/19/2015
Technology,9,12/19/2015
Furniture,4,12/19/2015
Office Supplies,2,11-05-2017
Furniture,6,09-10-2015
Technology,6,11/16/2017
Office Supplies,3,09-11-2017
Furniture,5,09-11-2017
Office Supplies,2,09-11-2017
Office Supplies,2,7/14/2017
Furniture,3,7/14/2017
Office Supplies,4,7/14/2017
Office Supplies,4,7/14/2017
Furniture,3,7/14/2017
Technology,3,7/14/2017
Technology,3,7/14/2017
Office Supplies,2,3/30/2017
Technology,1,3/30/2017
Office Supplies,2,1/31/2016
Office Supplies,4,06-08-2017
Technology,2,11-02-2014
Office Supplies,2,11-02-2014
Office Supplies,2,7/14/2017
Technology,9,7/14/2017
Office Supplies,5,7/14/2017
Furniture,5,7/14/2017
Office Supplies,7,7/14/2017
Office Supplies,5,7/14/2017
Office Supplies,2,12-09-2017
Office Supplies,5,12-09-2017
Office Supplies,4,12-09-2017
Technology,5,12-09-2017
Office Supplies,1,12-09-2017
Office Supplies,2,12-09-2017
Technology,2,12-09-2017
Office Supplies,2,09-05-2016
Office Supplies,6,09-05-2016
Furniture,2,09-05-2016
Office Supplies,7,09-10-2014
Furniture,5,09-10-2014
Office Supplies,6,9/26/2017
Furniture,3,9/26/2017
Office Supplies,6,9/26/2017
Office Supplies,3,9/26/2017
Office Supplies,3,9/26/2017
Furniture,3,6/17/2016
Furniture,4,6/17/2016
Furniture,2,2/25/2017
Furniture,5,2/25/2017
Office Supplies,3,3/31/2017
Furniture,2,12-03-2017
Office Supplies,2,2/19/2016
Office Supplies,1,12-02-2017
Office Supplies,8,12-02-2017
Furniture,8,12-02-2017
Technology,2,12-02-2017
Furniture,6,12-02-2017
Technology,6,12-02-2017
Furniture,5,12-02-2017
Technology,6,10-10-2014
Technology,7,10-10-2014
Office Supplies,5,10-10-2014
Office Supplies,1,10-10-2014
Furniture,3,09-05-2016
Office Supplies,3,11/20/2014
Technology,6,11/20/2014
Office Supplies,3,11/20/2014
Office Supplies,4,11/20/2014
Furniture,7,05-10-2014
Office Supplies,5,05-10-2014
Office Supplies,6,11/27/2017
Office Supplies,3,11/27/2017
Office Supplies,3,11-01-2014
Office Supplies,3,11-01-2014
Furniture,6,11-01-2014
Furniture,1,12/30/2016
Furniture,4,09-03-2016
Technology,2,10-05-2017
Furniture,4,1/30/2016
Furniture,1,1/30/2016
Technology,3,4/21/2017
Office Supplies,4,4/21/2017
Office Supplies,9,12-05-2014
Office Supplies,4,12-05-2014
Office Supplies,3,12-05-2014
Office Supplies,5,10/21/2014
Furniture,4,10/21/2014
Office Supplies,1,10/21/2014
Office Supplies,2,12-08-2015
Technology,4,12-08-2015
Technology,2,11-02-2014
Technology,1,11-02-2014
Furniture,3,12/18/2016
Office Supplies,8,11/23/2015
Office Supplies,3,11/23/2015
Office Supplies,3,8/13/2015
Furniture,2,4/16/2015
Technology,7,3/21/2014
Office Supplies,5,3/21/2014
Office Supplies,3,3/21/2014
Office Supplies,4,3/21/2014
Office Supplies,3,3/21/2014
Furniture,3,11/16/2017
Office Supplies,7,9/25/2015
Furniture,9,09-05-2016
Furniture,2,09-05-2016
Office Supplies,3,09-05-2016
Furniture,3,09-05-2016
Office Supplies,7,4/20/2017
Office Supplies,4,4/20/2017
Technology,3,6/15/2015
Office Supplies,2,9/17/2014
Office Supplies,3,9/17/2014
Office Supplies,5,9/17/2014
Technology,5,9/17/2014
Office Supplies,6,9/17/2014
Technology,10,9/17/2014
Office Supplies,2,07-08-2016
Furniture,3,5/27/2016
Furniture,2,5/27/2016
Office Supplies,9,5/27/2016
Office Supplies,2,12/24/2017
Office Supplies,4,05-03-2017
Office Supplies,7,05-03-2017
Office Supplies,3,2/22/2014
Office Supplies,2,02-08-2015
Office Supplies,1,02-08-2015
Office Supplies,2,02-08-2015
Furniture,3,8/24/2015
Office Supplies,9,11/30/2014
Office Supplies,2,12-10-2016
Office Supplies,5,12-10-2016
Furniture,1,10/27/2017
Technology,5,10/27/2017
Technology,5,11/25/2014
Furniture,4,11/25/2014
Office Supplies,3,11/25/2014
Office Supplies,1,7/14/2014
Office Supplies,5,5/23/2015
Furniture,9,5/23/2015
Office Supplies,6,11/21/2015
Technology,2,11/21/2015
Office Supplies,5,11/21/2015
Office Supplies,5,3/30/2014
Technology,7,3/30/2014
Furniture,7,3/30/2014
Furniture,8,12/29/2017
Office Supplies,1,12/29/2017
Office Supplies,1,12/29/2017
Furniture,1,12/29/2017
Furniture,3,12/29/2017
Office Supplies,3,03-02-2017
Office Supplies,7,03-02-2017
Furniture,2,03-02-2017
Office Supplies,6,03-02-2017
Technology,6,10-06-2016
Office Supplies,4,10-06-2016
Office Supplies,4,10-06-2016
Technology,5,10-06-2016
Furniture,3,04-05-2015
Technology,2,09-09-2014
Office Supplies,2,3/15/2016
Furniture,4,3/15/2016
Furniture,9,12/27/2015
Office Supplies,3,12/27/2015
Technology,3,08-07-2017
Office Supplies,2,08-07-2017
Office Supplies,4,3/22/2015
Furniture,4,11/30/2015
Office Supplies,4,11/30/2015
Office Supplies,2,4/15/2014
Furniture,4,4/15/2014
Office Supplies,4,7/30/2017
Office Supplies,5,06-01-2017
Furniture,3,01-07-2014
Office Supplies,7,01-07-2014
Office Supplies,5,9/29/2017
Office Supplies,5,9/13/2017
Furniture,4,10/22/2014
Office Supplies,1,10-04-2016
Technology,9,10-04-2016
Office Supplies,3,10-04-2016
Office Supplies,6,11/27/2015
Office Supplies,3,11/27/2015
Technology,2,11/27/2015
Furniture,1,11/27/2015
Furniture,3,11/27/2015
Office Supplies,5,11/27/2015
Furniture,4,11/27/2015
Office Supplies,3,05-06-2017
Technology,3,10-08-2014
Office Supplies,4,12/31/2014
Office Supplies,3,12/31/2014
Technology,4,12/31/2014
Furniture,2,12/31/2014
Furniture,6,12/31/2014
Office Supplies,1,4/28/2015
Office Supplies,3,4/28/2015
Office Supplies,9,2/14/2015
Technology,1,2/14/2015
Furniture,9,11/25/2016
Office Supplies,1,11/25/2016
Technology,8,11/25/2016
Office Supplies,3,7/15/2017
Furniture,3,7/15/2017
Office Supplies,2,7/15/2017
Office Supplies,6,12/29/2014
Technology,4,12/29/2014
Furniture,7,3/22/2016
Office Supplies,5,07-02-2017
Office Supplies,4,07-02-2017
Technology,2,12/14/2017
Office Supplies,1,12/14/2017
Office Supplies,3,12/14/2017
Office Supplies,6,12/14/2017
Furniture,2,12/14/2017
Office Supplies,2,8/26/2016
Technology,3,8/26/2016
Furniture,4,8/26/2016
Technology,3,8/26/2016
Office Supplies,3,8/26/2016
Office Supplies,2,10/15/2017
Technology,3,10/25/2014
Office Supplies,3,10/25/2014
Technology,5,04-02-2015
Furniture,3,10/28/2017
Office Supplies,2,10/28/2017
Office Supplies,3,10/28/2017
Office Supplies,6,12-05-2014
Technology,3,11-03-2017
Office Supplies,5,01-06-2015
Office Supplies,2,01-06-2015
Technology,4,09-09-2017
Office Supplies,3,01-05-2015
Office Supplies,2,01-05-2015
Office Supplies,2,01-05-2015
Office Supplies,3,4/16/2017
Furniture,1,09-10-2015
Office Supplies,1,9/25/2016
Office Supplies,2,9/25/2016
Office Supplies,3,9/25/2016
Office Supplies,3,3/16/2015
Office Supplies,4,11/26/2016
Technology,3,9/26/2016
Furniture,4,6/13/2017
Office Supplies,4,9/18/2017
Office Supplies,2,06-02-2017
Office Supplies,4,5/15/2016
Office Supplies,3,9/15/2017
Office Supplies,3,8/22/2016
Office Supplies,4,5/30/2014
Office Supplies,9,12/18/2017
Technology,5,7/30/2017
Office Supplies,2,11/21/2014
Technology,1,11/21/2014
Technology,2,9/24/2015
Office Supplies,4,8/20/2017
Office Supplies,2,6/17/2016
Technology,3,6/17/2016
Office Supplies,3,6/17/2016
Technology,2,12/19/2015
Office Supplies,6,5/31/2015
Furniture,3,6/18/2015
Office Supplies,2,6/18/2015
Office Supplies,2,6/18/2015
Technology,3,6/18/2015
Office Supplies,2,6/18/2015
Furniture,2,11/30/2015
Office Supplies,2,12/21/2015
Office Supplies,7,11/17/2017
Technology,5,11/17/2017
Technology,4,11/13/2017
Furniture,3,11/13/2017
Office Supplies,3,10/24/2016
Office Supplies,2,12-06-2014
Office Supplies,2,12-03-2017
Office Supplies,1,9/26/2017
Office Supplies,9,02-03-2015
Office Supplies,3,08-12-2017
Furniture,5,08-12-2017
Office Supplies,5,08-12-2017
Office Supplies,3,8/24/2015
Office Supplies,5,11-12-2017
Technology,2,08-01-2016
Office Supplies,2,08-01-2016
Office Supplies,2,11/25/2016
Technology,5,11/25/2016
Technology,3,11/25/2016
Office Supplies,3,4/13/2016
Office Supplies,1,12/27/2014
Office Supplies,3,12/27/2014
Office Supplies,3,12/27/2014
Office Supplies,3,12/27/2014
Office Supplies,4,4/18/2016
Technology,4,4/18/2016
Office Supplies,3,03-08-2015
Office Supplies,2,11-04-2016
Furniture,10,11-04-2016
Office Supplies,2,11-04-2016
Office Supplies,2,11/29/2014
Office Supplies,1,5/17/2016
Office Supplies,3,5/17/2016
Furniture,3,5/17/2016
Office Supplies,8,5/17/2016
Office Supplies,3,9/19/2017
Office Supplies,5,12/19/2016
Technology,2,10-12-2017
Office Supplies,5,12-12-2015
Office Supplies,2,12-12-2015
Technology,4,07-12-2015
Office Supplies,5,10-02-2015
Office Supplies,3,3/24/2017
Technology,1,3/24/2017
Furniture,3,3/24/2017
Office Supplies,3,06-01-2017
Furniture,2,3/24/2014
Office Supplies,4,9/22/2015
Office Supplies,4,9/22/2015
Office Supplies,1,9/22/2015
Office Supplies,2,9/22/2015
Office Supplies,2,9/22/2015
Office Supplies,7,01-08-2016
Office Supplies,3,01-08-2016
Technology,2,01-08-2016
Office Supplies,1,2/14/2016
Office Supplies,3,2/14/2016
Furniture,3,2/14/2016
Furniture,6,2/14/2016
Furniture,2,06-08-2017
Technology,2,06-08-2017
Office Supplies,3,10/21/2016
Office Supplies,6,10/21/2016
Office Supplies,3,10/21/2016
Office Supplies,8,1/26/2017
Office Supplies,6,12-08-2017
Office Supplies,9,10/21/2016
Office Supplies,3,8/26/2014
Technology,3,8/26/2014
Furniture,5,5/16/2014
Furniture,1,02-03-2015
Technology,4,10/31/2017
Office Supplies,3,10/31/2017
Furniture,3,4/26/2015
Office Supplies,3,4/26/2015
Technology,3,4/26/2015
Office Supplies,3,4/26/2015
Technology,2,05-09-2016
Office Supplies,5,1/24/2015
Furniture,2,4/13/2015
Technology,2,4/13/2015
Furniture,4,9/25/2015
Office Supplies,2,9/25/2015
Technology,2,9/25/2015
Office Supplies,3,3/28/2014
Furniture,4,3/28/2014
Office Supplies,2,7/17/2016
Office Supplies,3,4/19/2014
Office Supplies,11,4/19/2014
Furniture,4,7/21/2017
Office Supplies,5,9/27/2015
Technology,12,9/27/2015
Furniture,2,2/27/2016
Office Supplies,3,05-02-2016
Office Supplies,3,05-02-2016
Office Supplies,2,05-02-2016
Office Supplies,2,12-09-2014
Office Supplies,2,12-09-2014
Office Supplies,2,12/25/2015
Office Supplies,4,12-07-2017
Technology,4,12-07-2017
Office Supplies,2,5/30/2014
Technology,5,5/30/2014
Office Supplies,3,5/30/2014
Office Supplies,4,5/30/2014
Office Supplies,4,03-02-2017
Technology,2,10-12-2015
Office Supplies,2,10-12-2015
Office Supplies,3,7/14/2015
Office Supplies,4,7/14/2015
Furniture,2,7/14/2015
Furniture,6,7/14/2015
Office Supplies,3,11/19/2014
Office Supplies,2,5/27/2016
Technology,2,07-03-2017
Office Supplies,4,9/25/2017
Office Supplies,2,10-03-2016
Furniture,4,10-03-2016
Office Supplies,2,10-03-2016
Office Supplies,2,10-03-2016
Office Supplies,6,09-09-2017
Office Supplies,1,09-09-2017
Office Supplies,2,03-12-2015
Furniture,4,11/29/2016
Furniture,2,6/14/2016
Office Supplies,6,12-03-2017
Technology,6,12-03-2017
Technology,8,12-03-2017
Office Supplies,2,12-03-2017
Office Supplies,7,12-03-2017
Furniture,3,12-03-2017
Furniture,5,12-03-2017
Furniture,1,12-03-2017
Office Supplies,5,8/16/2016
Office Supplies,9,12/25/2016
Technology,2,12/25/2016
Furniture,5,12/25/2016
Office Supplies,3,12/25/2016
Office Supplies,3,7/23/2017
Office Supplies,5,6/21/2017
Office Supplies,2,6/21/2017
Office Supplies,8,6/21/2017
Office Supplies,7,8/13/2017
Office Supplies,6,8/13/2017
Office Supplies,5,8/13/2017
Technology,2,8/13/2017
Furniture,1,8/13/2017
Office Supplies,5,8/13/2017
Furniture,2,8/13/2017
Office Supplies,2,11-07-2015
Office Supplies,1,10/15/2015
Office Supplies,10,10/15/2015
Office Supplies,2,7/30/2016
Furniture,3,12-03-2016
Office Supplies,8,12-03-2016
Office Supplies,3,12-03-2016
Furniture,2,12-03-2016
Furniture,2,4/28/2016
Office Supplies,2,8/25/2017
Technology,5,6/17/2017
Technology,3,6/17/2017
Furniture,4,11/20/2015
Office Supplies,1,09-04-2017
Office Supplies,2,07-04-2015
Office Supplies,2,9/15/2017
Technology,2,9/15/2017
Office Supplies,3,3/13/2017
Technology,5,9/24/2017
Office Supplies,3,9/24/2017
Office Supplies,4,8/13/2016
Office Supplies,7,8/13/2016
Technology,3,11/20/2017
Technology,1,11/20/2017
Furniture,3,11/20/2017
Furniture,6,7/25/2017
Office Supplies,3,3/25/2016
Furniture,3,7/15/2016
Office Supplies,5,7/15/2016
Office Supplies,2,8/17/2017
Technology,3,8/17/2017
Office Supplies,2,8/17/2017
Office Supplies,3,8/17/2017
Office Supplies,9,8/17/2017
Office Supplies,3,8/17/2017
Office Supplies,8,8/17/2017
Furniture,2,12/14/2016
Office Supplies,10,12/14/2016
Office Supplies,9,12/25/2017
Office Supplies,7,12/25/2017
Office Supplies,2,12/25/2017
Office Supplies,5,12/25/2017
Office Supplies,3,12/25/2017
Office Supplies,5,03-01-2014
Furniture,6,03-01-2014
Furniture,6,03-01-2014
Office Supplies,3,03-01-2014
Office Supplies,2,11/19/2015
Technology,4,11/19/2015
Office Supplies,4,04-01-2014
Office Supplies,2,04-01-2014
Furniture,4,10-05-2017
Office Supplies,5,10-05-2017
Office Supplies,4,10-05-2017
Furniture,5,10-05-2017
Furniture,3,10-05-2017
Technology,1,10-05-2017
Office Supplies,5,11/18/2017
Office Supplies,8,11/18/2017
Office Supplies,4,11/18/2017
Office Supplies,4,11/18/2017
Office Supplies,8,11/18/2017
Office Supplies,4,3/23/2015
Furniture,3,10-10-2016
Technology,1,10-10-2016
Furniture,1,10-10-2016
Technology,4,8/16/2015
Technology,3,8/16/2015
Office Supplies,2,8/16/2015
Office Supplies,2,8/16/2015
Furniture,3,8/16/2015
Office Supplies,3,8/16/2015
Office Supplies,3,8/16/2015
Technology,3,5/31/2014
Technology,3,5/31/2014
Office Supplies,1,8/27/2015
Office Supplies,2,01-03-2014
Office Supplies,4,09-10-2014
Furniture,5,09-10-2014
Office Supplies,5,1/22/2017
Office Supplies,3,1/22/2017
Office Supplies,5,4/21/2016
Technology,5,7/20/2016
Office Supplies,4,8/23/2016
Office Supplies,3,8/23/2016
Office Supplies,1,8/23/2016
Technology,2,8/23/2016
Office Supplies,4,6/14/2016
Technology,2,6/14/2016
Office Supplies,3,11/20/2015
Furniture,6,11/20/2015
Office Supplies,6,11/20/2015
Technology,5,11-03-2017
Furniture,12,11-03-2017
Furniture,7,05-04-2014
Office Supplies,4,05-04-2014
Technology,4,11-08-2015
Technology,6,12-12-2015
Office Supplies,7,12-12-2015
Technology,2,12-01-2014
Furniture,3,12-01-2014
Furniture,2,12-01-2014
Office Supplies,12,10-07-2016
Office Supplies,4,11/17/2015
Office Supplies,3,11/17/2015
Furniture,5,11/17/2015
Office Supplies,6,3/17/2014
Technology,7,6/20/2015
Office Supplies,5,5/25/2017
Technology,8,5/25/2017
Office Supplies,1,5/25/2017
Furniture,3,5/25/2017
Furniture,6,09-09-2014
Office Supplies,9,09-09-2014
Technology,1,10/17/2017
Office Supplies,10,11-02-2017
Office Supplies,2,11-02-2017
Office Supplies,3,7/21/2014
Office Supplies,5,7/21/2014
Furniture,5,7/21/2014
Office Supplies,1,7/21/2014
Furniture,2,09-11-2015
Office Supplies,1,09-11-2015
Technology,1,09-11-2015
Office Supplies,4,09-11-2015
Technology,6,10/21/2016
Furniture,3,01-07-2016
Office Supplies,5,01-07-2016
Office Supplies,3,6/25/2015
Office Supplies,2,6/25/2015
Furniture,9,6/25/2015
Office Supplies,2,6/25/2015
Office Supplies,6,9/20/2015
Office Supplies,3,07-10-2017
Furniture,3,6/30/2017
Furniture,6,8/21/2017
Office Supplies,6,8/21/2017
Technology,2,8/21/2017
Technology,4,03-11-2017
Furniture,1,03-11-2017
Office Supplies,9,9/15/2017
Office Supplies,5,9/20/2016
Office Supplies,3,12/15/2016
Office Supplies,3,11-03-2017
Office Supplies,7,07-03-2016
Office Supplies,5,9/26/2014
Furniture,1,9/26/2014
Office Supplies,6,9/26/2014
Office Supplies,3,7/14/2014
Office Supplies,1,9/28/2017
Office Supplies,5,8/28/2015
Furniture,2,8/28/2015
Office Supplies,9,8/28/2015
Office Supplies,5,8/28/2015
Technology,3,8/28/2015
Furniture,2,8/28/2015
Office Supplies,5,9/20/2015
Office Supplies,2,9/20/2015
Technology,4,11-07-2016
Technology,3,11-07-2016
Office Supplies,2,11-07-2016
Office Supplies,3,11-07-2016
Office Supplies,2,11-07-2016
Technology,3,10/20/2015
Furniture,6,10/20/2015
Office Supplies,5,01-01-2017
Furniture,5,01-01-2017
Furniture,4,01-01-2017
Office Supplies,4,01-01-2017
Office Supplies,5,01-01-2017
Office Supplies,14,01-01-2017
Office Supplies,2,01-01-2017
Furniture,3,6/23/2015
Office Supplies,1,6/23/2015
Technology,3,6/23/2015
Office Supplies,8,11/22/2016
Office Supplies,6,10/26/2015
Office Supplies,3,10/26/2015
Office Supplies,5,10/26/2015
Office Supplies,7,10/26/2015
Office Supplies,10,10/26/2015
Furniture,5,10/20/2016
Office Supplies,3,4/28/2017
Office Supplies,4,9/29/2016
Office Supplies,2,07-10-2015
Office Supplies,9,08-07-2015
Office Supplies,7,12-07-2014
Office Supplies,2,12-10-2015
Office Supplies,5,11-08-2017
Furniture,3,7/27/2017
Office Supplies,4,7/27/2017
Office Supplies,2,7/27/2017
Technology,5,7/27/2017
Office Supplies,5,12/28/2017
Office Supplies,1,12/28/2017
Technology,3,03-10-2016
Technology,3,03-10-2016
Office Supplies,2,5/22/2015
Technology,7,5/22/2015
Office Supplies,7,5/22/2015
Technology,6,5/22/2015
Furniture,1,2/17/2017
Office Supplies,6,2/17/2017
Technology,4,2/17/2017
Furniture,4,12-08-2017
Office Supplies,6,11/18/2017
Furniture,2,11/18/2017
Furniture,5,12-01-2016
Office Supplies,4,12-01-2016
Furniture,2,12-01-2016
Office Supplies,5,10-03-2017
Furniture,3,8/29/2017
Office Supplies,1,11/24/2017
Office Supplies,5,6/30/2017
Furniture,4,7/22/2017
Furniture,2,11-11-2016
Furniture,3,11-11-2016
Office Supplies,11,11-11-2016
Office Supplies,3,12-09-2014
Technology,4,12-09-2014
Furniture,2,09-07-2017
Office Supplies,3,02-06-2015
Technology,2,02-06-2015
Office Supplies,3,02-06-2015
Furniture,5,8/26/2017
Technology,2,7/20/2014
Office Supplies,2,7/20/2014
Office Supplies,4,7/20/2014
Office Supplies,3,7/20/2014
Furniture,3,10-08-2015
Office Supplies,3,2/16/2015
Office Supplies,7,2/16/2015
Furniture,7,08-12-2016
Furniture,9,11-09-2014
Office Supplies,8,7/18/2016
Office Supplies,10,7/18/2016
Office Supplies,4,7/18/2016
Office Supplies,3,02-05-2016
Office Supplies,3,02-05-2016
Furniture,4,02-05-2016
Technology,4,02-05-2016
Office Supplies,6,6/20/2014
Office Supplies,2,6/20/2014
Office Supplies,4,06-09-2017
Office Supplies,7,12/27/2016
Office Supplies,2,1/26/2014
Furniture,2,1/26/2014
Office Supplies,2,3/23/2017
Office Supplies,3,3/23/2017
Technology,4,3/23/2017
Technology,2,3/20/2017
Office Supplies,2,3/20/2017
Furniture,2,10-04-2016
Technology,5,11/18/2016
Office Supplies,3,12/26/2017
Technology,5,03-09-2016
Furniture,2,2/16/2016
Office Supplies,6,9/28/2015
Technology,2,9/28/2015
Furniture,6,11-02-2015
Office Supplies,7,11-02-2015
Office Supplies,3,11-02-2015
Furniture,3,11-02-2015
Furniture,7,7/31/2016
Furniture,7,11-06-2017
Furniture,2,11-06-2017
Technology,3,11-06-2017
Office Supplies,7,2/14/2016
Office Supplies,1,07-09-2014
Office Supplies,6,07-09-2014
Office Supplies,4,07-09-2014
Office Supplies,4,1/30/2016
Office Supplies,6,9/22/2016
Technology,5,12/22/2017
Technology,2,09-02-2016
Furniture,4,08-02-2015
Furniture,8,11/21/2015
Technology,5,11/21/2015
Furniture,3,5/18/2017
Furniture,1,5/18/2017
Office Supplies,3,7/23/2017
Office Supplies,1,9/13/2015
Furniture,4,9/13/2015
Office Supplies,9,12-10-2016
Office Supplies,3,10-02-2015
Office Supplies,1,10-02-2015
Office Supplies,6,11/17/2017
Furniture,4,11/17/2017
Office Supplies,7,11/30/2015
Office Supplies,3,11/30/2015
Furniture,2,11/30/2015
Office Supplies,2,12-06-2015
Technology,4,09-05-2017
Office Supplies,5,09-05-2017
Office Supplies,3,09-05-2017
Office Supplies,5,4/24/2017
Office Supplies,1,4/24/2017
Office Supplies,5,11-08-2015
Technology,2,11-08-2015
Furniture,3,11-08-2015
Technology,4,11-08-2015
Furniture,2,11-08-2015
Furniture,1,4/26/2015
Office Supplies,1,4/26/2015
Office Supplies,6,9/20/2015
Office Supplies,4,9/20/2015
Office Supplies,2,09-07-2017
Furniture,5,11-07-2016
Office Supplies,3,11-07-2016
Office Supplies,4,9/25/2015
Office Supplies,1,9/25/2015
Office Supplies,1,9/25/2015
Office Supplies,2,9/25/2015
Office Supplies,3,10-03-2014
Furniture,3,10-03-2014
Office Supplies,2,10-03-2014
Office Supplies,3,10-03-2014
Office Supplies,4,10-03-2014
Office Supplies,2,2/18/2014
Office Supplies,6,06-12-2016
Office Supplies,2,06-12-2016
Office Supplies,10,11-01-2017
Office Supplies,1,11-01-2017
Furniture,2,04-04-2016
Office Supplies,2,04-04-2016
Technology,3,04-04-2016
Office Supplies,3,6/30/2016
Furniture,7,6/30/2016
Office Supplies,5,9/22/2014
Office Supplies,2,9/22/2014
Office Supplies,2,05-01-2017
Furniture,4,05-01-2017
Furniture,5,05-01-2017
Office Supplies,2,10/20/2017
Office Supplies,1,10/20/2017
Office Supplies,2,10/20/2017
Furniture,4,10/20/2017
Office Supplies,2,09-01-2014
Technology,3,09-01-2014
Technology,8,08-12-2014
Furniture,3,08-12-2014
Office Supplies,3,8/19/2014
Office Supplies,5,05-10-2015
Office Supplies,2,05-10-2015
Technology,2,05-10-2016
Office Supplies,2,03-05-2015
Furniture,2,03-05-2015
Office Supplies,5,03-05-2015
Office Supplies,2,03-05-2015
Technology,1,08-12-2017
Office Supplies,4,08-12-2017
Technology,8,08-12-2017
Office Supplies,3,08-12-2017
Technology,5,08-12-2017
Office Supplies,6,08-12-2017
Office Supplies,9,6/26/2016
Office Supplies,1,6/26/2016
Office Supplies,4,6/26/2016
Office Supplies,3,12/15/2016
Office Supplies,4,9/13/2015
Office Supplies,3,12/30/2014
Office Supplies,7,12/30/2014
Technology,2,4/29/2014
Furniture,1,1/30/2017
Office Supplies,4,1/30/2017
Technology,4,1/30/2017
Office Supplies,2,1/30/2017
Furniture,8,12/25/2016
Furniture,4,10/20/2016
Office Supplies,1,6/13/2015
Office Supplies,7,6/30/2017
Office Supplies,9,6/26/2015
Office Supplies,3,2/21/2016
Office Supplies,2,2/21/2016
Office Supplies,3,2/21/2016
Office Supplies,3,4/22/2017
Office Supplies,3,05-09-2017
Furniture,3,05-09-2017
Technology,2,12/21/2015
Office Supplies,2,12/21/2015
Technology,8,12/21/2015
Furniture,3,12/21/2015
Office Supplies,6,08-12-2014
Office Supplies,5,08-12-2014
Technology,7,08-12-2014
Office Supplies,6,08-12-2014
Office Supplies,2,08-12-2014
Office Supplies,1,08-12-2014
Office Supplies,3,12-11-2015
Office Supplies,4,11-03-2017
Technology,2,3/13/2017
Office Supplies,9,5/30/2016
Technology,2,5/30/2016
Furniture,2,07-05-2015
Office Supplies,3,07-05-2015
Office Supplies,3,03-11-2014
Office Supplies,2,4/20/2015
Technology,5,7/26/2017
Furniture,3,7/26/2017
