Sub-Category,Profit,Order_Date
Art,4.485,11/23/2015
Storage,15.8571,8/13/2015
Chairs,2.8392,4/16/2015
Phones,909.9818,3/21/2014
Labels,6.624,3/21/2014
Paper,60.2553,3/21/2014
Art,2.7028,3/21/2014
Binders,59.0112,3/21/2014
Furnishings,5.193,11/16/2017
Art,12.8744,9/25/2015
Furnishings,11.6496,09-05-2016
Chairs,-19.3382,09-05-2016
Art,0.5904,09-05-2016
Chairs,-63.3765,09-05-2016
Binders,70.4928,4/20/2017
Binders,18.28,4/20/2017
Phones,22.5576,6/15/2015
Art,0.4592,9/17/2014
Art,4.782,9/17/2014
Paper,13.078,9/17/2014
Machines,-21.945,9/17/2014
Paper,46.47,9/17/2014
Accessories,16.776,9/17/2014
Paper,6.2208,07-08-2016
Furnishings,-33.3582,5/27/2016
Furnishings,-1.6752,5/27/2016
Storage,97.3026,5/27/2016
Storage,19.824,12/24/2017
Paper,12.4416,05-03-2017
Art,6.6584,05-03-2017
Paper,9.3312,2/22/2014
Paper,4.293,02-08-2015
Fasteners,1.8011,02-08-2015
Art,1.728,02-08-2015
Furnishings,4.6221,8/24/2015
Binders,-4.428,11/30/2014
Paper,8.7138,12-10-2016
Binders,220.987,12-10-2016
Tables,9.4788,10/27/2017
Phones,7.196,10/27/2017
Phones,47.243,11/25/2014
Chairs,54.4008,11/25/2014
Art,2.604,11/25/2014
Appliances,11.0544,7/14/2014
Appliances,245.7,5/23/2015
Furnishings,19.5858,5/23/2015
Appliances,28.4928,11/21/2015
Accessories,-1.459,11/21/2015
Labels,5.369,11/21/2015
Envelopes,113.3055,3/30/2014
Phones,88.1804,3/30/2014
Chairs,-9.093,3/30/2014
Chairs,314.0384,12/29/2017
Binders,5.8891,12/29/2017
Art,10.0282,12/29/2017
Chairs,87.2842,12/29/2017
Chairs,77.625,12/29/2017
Art,15.4752,03-02-2017
Envelopes,27.2412,03-02-2017
Bookcases,101.6508,03-02-2017
Paper,33.3396,03-02-2017
Machines,-938.28,10-06-2016
Binders,-14.92,10-06-2016
Binders,-9.1816,10-06-2016
Accessories,0.8495,10-06-2016
Chairs,89.2224,04-05-2015
Machines,-571.9956,09-09-2014
Binders,1.6472,3/15/2016
Chairs,84.502,3/15/2016
Tables,-464.697,12/27/2015
Envelopes,6.7068,12/27/2015
Accessories,-13.4379,08-07-2017
Storage,-25.109,08-07-2017
Art,5.4768,3/22/2015
Furnishings,29.1456,11/30/2015
Paper,12.4416,11/30/2015
Appliances,31.0184,4/15/2014
Furnishings,76.9816,4/15/2014
Binders,-53.7432,7/30/2017
Binders,25.872,06-01-2017
Furnishings,-53.7096,01-07-2014
Binders,-18.2525,01-07-2014
Art,25.792,9/29/2017
Art,2.786,9/13/2017
Furnishings,10.3936,10/22/2014
Binders,13.984,10-04-2016
Copiers,2591.9568,10-04-2016
Storage,34.539,10-04-2016
Paper,19.2384,11/27/2015
Paper,28.1718,11/27/2015
Accessories,88.3932,11/27/2015
Bookcases,32.4862,11/27/2015
Furnishings,4.6764,11/27/2015
Paper,69.705,11/27/2015
Tables,0.0,11/27/2015
Appliances,41.2938,05-06-2017
Accessories,4.9878,10-08-2014
Paper,91.9508,12/31/2014
Paper,7.0218,12/31/2014
Accessories,742.632,12/31/2014
Bookcases,78.6508,12/31/2014
Chairs,151.47,12/31/2014
Appliances,41.496,4/28/2015
Binders,1906.485,4/28/2015
Binders,9.5787,2/14/2015
Phones,187.797,2/14/2015
Tables,329.4081,11/25/2016
Binders,8.304,11/25/2016
Accessories,62.4,11/25/2016
Appliances,50.3832,7/15/2017
Tables,157.1292,7/15/2017
Paper,6.2208,7/15/2017
Labels,44.4,12/29/2014
Phones,35.9964,12/29/2014
Chairs,14.6902,3/22/2016
Paper,59.4355,07-02-2017
Binders,-8.1096,07-02-2017
Copiers,467.9922,12/14/2017
Storage,2.2155,12/14/2017
Supplies,6.6846,12/14/2017
Fasteners,8.1216,12/14/2017
Tables,-52.6582,12/14/2017
Paper,5.6644,8/26/2016
Phones,58.7916,8/26/2016
Tables,98.5248,8/26/2016
Accessories,163.1898,8/26/2016
Art,2.5056,8/26/2016
Art,4.2048,10/15/2017
Accessories,0.5097,10/25/2014
Binders,-9.5886,10/25/2014
Phones,32.925,04-02-2015
Furnishings,15.5904,10/28/2017
Storage,-29.4368,10/28/2017
Paper,16.1838,10/28/2017
Appliances,72.5754,12-05-2014
Accessories,0.5097,11-03-2017
Paper,9.25,01-06-2015
Binders,-1.3566,01-06-2015
Accessories,51.1872,09-09-2017
Art,15.4752,01-05-2015
Envelopes,8.2156,01-05-2015
Binders,4.6088,01-05-2015
Appliances,12.222,4/16/2017
Chairs,-2.5698,09-10-2015
Appliances,17.891,9/25/2016
Storage,-4.8448,9/25/2016
Storage,-82.884,9/25/2016
Art,6.3072,3/16/2015
Art,4.2408,11/26/2016
Accessories,-75.5958,9/26/2016
Chairs,-25.4744,6/13/2017
Envelopes,35.89,9/18/2017
Paper,3.7408,06-02-2017
Paper,5.5216,5/15/2016
Art,5.2164,9/15/2017
Paper,9.3312,8/22/2016
Binders,26.388,5/30/2014
Art,1.4256,12/18/2017
Phones,43.176,7/30/2017
Paper,3.0268,11/21/2014
Accessories,28.497,11/21/2014
Phones,13.17,9/24/2015
Paper,12.4416,8/20/2017
Binders,3.7412,6/17/2016
Phones,153.0819,6/17/2016
Art,2.8536,6/17/2016
Accessories,4.779,12/19/2015
Fasteners,0.3024,5/31/2015
Furnishings,19.4688,6/18/2015
Storage,58.5052,6/18/2015
Binders,16.608,6/18/2015
Phones,140.391,6/18/2015
Binders,15.8496,6/18/2015
Furnishings,1.068,11/30/2015
Art,0.3384,12/21/2015
Paper,93.884,11/17/2017
Accessories,107.79,11/17/2017
Phones,12.208,11/13/2017
Furnishings,30.99,11/13/2017
Paper,5.4432,10/24/2016
Paper,13.7176,12-06-2014
Paper,3.6288,12-03-2017
Art,0.556,9/26/2017
Envelopes,35.0244,02-03-2015
Art,5.256,08-12-2017
Chairs,373.779,08-12-2017
Art,59.373,08-12-2017
Art,0.7152,8/24/2015
Paper,9.352,11-12-2017
Phones,90.9762,08-01-2016
Appliances,13.788,08-01-2016
Binders,-304.392,11/25/2016
Machines,-6599.978,11/25/2016
Accessories,11.9952,11/25/2016
Envelopes,2.8764,4/13/2016
Appliances,2.9646,12/27/2014
Fasteners,3.6156,12/27/2014
Storage,13.8915,12/27/2014
Binders,13.896,12/27/2014
Appliances,55.0584,4/18/2016
Phones,7.9812,4/18/2016
Binders,-14.5656,03-08-2015
Storage,3.9592,11-04-2016
Tables,-292.1,11-04-2016
Supplies,-34.758,11-04-2016
Labels,11.7782,11/29/2014
Binders,-4.7685,5/17/2016
Fasteners,2.4675,5/17/2016
Furnishings,-10.1736,5/17/2016
Paper,9.54,5/17/2016
Binders,-3.3894,9/19/2017
Binders,-2.88,12/19/2016
Accessories,-1.4994,10-12-2017
Paper,15.876,12-12-2015
Paper,48.94,12-12-2015
Phones,30.7168,07-12-2015
Binders,13.181,10-02-2015
Envelopes,22.0947,3/24/2017
Phones,136.2971,3/24/2017
Chairs,2.3094,3/24/2017
Storage,-77.1267,06-01-2017
Furnishings,14.5728,3/24/2014
Labels,4.2,9/22/2015
Storage,-63.0056,9/22/2015
Storage,-4.767,9/22/2015
Art,0.3168,9/22/2015
Binders,-2.5632,9/22/2015
Binders,-24.6624,01-08-2016
Art,5.952,01-08-2016
Phones,10.8784,01-08-2016
Paper,2.1465,2/14/2016
Art,2.0748,2/14/2016
Tables,-47.1798,2/14/2016
Furnishings,4.6464,2/14/2016
Bookcases,140.9568,06-08-2017
Phones,-3.504,06-08-2017
Art,29.4372,10/21/2016
Paper,17.5812,10/21/2016
Binders,1644.2913,10/21/2016
Fasteners,5.6832,1/26/2017
Storage,160.0398,12-08-2017
Storage,6.9795,10/21/2016
Art,2.5056,8/26/2014
Accessories,52.4895,8/26/2014
Chairs,17.466,5/16/2014
Chairs,15.147,02-03-2015
Phones,38.1576,10/31/2017
Envelopes,3.2214,10/31/2017
Chairs,6.3936,4/26/2015
Art,15.4752,4/26/2015
Phones,38.997,4/26/2015
Binders,17.6232,4/26/2015
Phones,1.9136,05-09-2016
Art,2.132,1/24/2015
Tables,-15.098,4/13/2015
Phones,41.993,4/13/2015
Chairs,-11.5176,9/25/2015
Labels,5.796,9/25/2015
Accessories,57.5928,9/25/2015
Envelopes,2.8764,3/28/2014
Tables,106.6248,3/28/2014
Appliances,13.788,7/17/2016
Binders,26.703,4/19/2014
Paper,34.2144,4/19/2014
Tables,-21.3264,7/21/2017
Paper,69.705,9/27/2015
Phones,561.564,9/27/2015
Furnishings,-6.8816,2/27/2016
Storage,-3.7872,05-02-2016
Storage,-3.168,05-02-2016
Labels,1.764,05-02-2016
Paper,2.9568,12-09-2014
Appliances,-53.0088,12-09-2014
Paper,4.8804,12/25/2015
Appliances,89.7792,12-07-2017
Accessories,23.4,12-07-2017
Binders,8.9544,5/30/2014
Phones,134.56,5/30/2014
Appliances,77.8635,5/30/2014
Paper,17.982,5/30/2014
Binders,-12.352,03-02-2017
Accessories,3.401,10-12-2015
Storage,0.0,10-12-2015
Storage,-64.7748,7/14/2015
Paper,6.7048,7/14/2015
Chairs,49.716,7/14/2015
Bookcases,-191.646,7/14/2015
Paper,79.8912,11/19/2014
Paper,6.1548,5/27/2016
Accessories,-2.7,07-03-2017
Envelopes,8.8624,9/25/2017
Labels,2.9568,10-03-2016
Chairs,102.9528,10-03-2016
Paper,3.852,10-03-2016
Paper,45.9754,10-03-2016
Paper,11.2752,09-09-2017
Appliances,0.8382,09-09-2017
Labels,1.764,03-12-2015
Furnishings,-302.72,11/29/2016
Tables,-118.0116,6/14/2016
Art,1.0008,12-03-2017
Accessories,10.5534,12-03-2017
Accessories,14.0712,12-03-2017
Paper,3.741,12-03-2017
Supplies,5.915,12-03-2017
Furnishings,7.0128,12-03-2017
Furnishings,3.344,12-03-2017
Furnishings,4.6552,12-03-2017
Paper,15.552,8/16/2016
Art,5.3703,12/25/2016
Accessories,171.9914,12/25/2016
Furnishings,137.54,12/25/2016
Paper,49.9704,12/25/2016
Binders,4.35,7/23/2017
Binders,40.376,6/21/2017
Binders,3.0576,6/21/2017
Paper,219.4416,6/21/2017
Appliances,30.6054,8/13/2017
Binders,-1237.8462,8/13/2017
Fasteners,9.12,8/13/2017
Accessories,0.4752,8/13/2017
Furnishings,0.0,8/13/2017
Envelopes,4.797,8/13/2017
Chairs,47.6604,8/13/2017
Paper,26.824,11-07-2015
Envelopes,1.674,10/15/2015
Binders,-6.93,10/15/2015
Appliances,178.91,7/30/2016
Tables,6.7176,12-03-2016
Art,5.9184,12-03-2016
Storage,7.308,12-03-2016
Bookcases,-12.098,12-03-2016
Furnishings,-31.8612,4/28/2016
Storage,1.9272,8/25/2017
Machines,1668.205,6/17/2017
Accessories,8.1072,6/17/2017
Chairs,-93.4724,11/20/2015
Art,3.798,09-04-2017
Binders,7.4256,07-04-2015
Storage,10.8136,9/15/2017
Accessories,10.7964,9/15/2017
Binders,81.921,3/13/2017
Phones,38.396,9/24/2017
Binders,-11.418,9/24/2017
Binders,10.7136,8/13/2016
Labels,51.8,8/13/2016
Accessories,1.3365,11/20/2017
Phones,170.997,11/20/2017
Furnishings,9.1746,11/20/2017
Tables,-4.2588,7/25/2017
Art,17.856,3/25/2016
Chairs,23.028,7/15/2016
Paper,34.294,7/15/2016
Envelopes,11.68,8/17/2017
Phones,8.997,8/17/2017
Paper,3.852,8/17/2017
Binders,4.872,8/17/2017
Appliances,654.7554,8/17/2017
Storage,140.5482,8/17/2017
Binders,77.3696,8/17/2017
Chairs,-9.1602,12/14/2016
Storage,35.048,12/14/2016
Binders,-59.373,12/25/2017
Supplies,5.0274,12/25/2017
Art,2.3808,12/25/2017
Binders,-65.568,12/25/2017
Binders,-5.0688,12/25/2017
Fasteners,-3.5325,03-01-2014
Chairs,0.0,03-01-2014
Furnishings,-34.9536,03-01-2014
Storage,-22.6716,03-01-2014
Binders,2.244,11/19/2015
Phones,249.9104,11/19/2015
Storage,2.6784,04-01-2014
Binders,3.0576,04-01-2014
Chairs,-59.8356,10-05-2017
Fasteners,6.854,10-05-2017
Appliances,4.108,10-05-2017
Furnishings,26.973,10-05-2017
Tables,5.1588,10-05-2017
Phones,2.6973,10-05-2017
Storage,-19.323,11/18/2017
Binders,-16.1856,11/18/2017
Appliances,48.632,11/18/2017
Paper,7.2576,11/18/2017
Paper,14.5152,11/18/2017
Paper,16.68,3/23/2015
Bookcases,-190.8522,10-10-2016
Phones,-2.9985,10-10-2016
Chairs,13.5882,10-10-2016
Phones,-112.6216,8/16/2015
Accessories,-5.4558,8/16/2015
Paper,3.6288,8/16/2015
Binders,-1.9068,8/16/2015
Furnishings,0.0,8/16/2015
Binders,-2.7588,8/16/2015
Paper,3.21,8/16/2015
Phones,197.991,5/31/2014
Phones,32.9817,5/31/2014
Binders,1.6588,8/27/2015
Paper,5.5512,01-03-2014
Appliances,22.1184,09-10-2014
Furnishings,76.47,09-10-2014
Fasteners,4.914,1/22/2017
Art,0.8856,1/22/2017
Binders,2.808,4/21/2016
Phones,43.176,7/20/2016
Labels,11.592,8/23/2016
Labels,17.6673,8/23/2016
Storage,4.1916,8/23/2016
Accessories,0.891,8/23/2016
Binders,-26.624,6/14/2016
Accessories,2.308,6/14/2016
Binders,-3.4272,11/20/2015
Bookcases,-247.7988,11/20/2015
Binders,-7.3692,11/20/2015
Accessories,87.89,11-03-2017
Tables,20.9148,11-03-2017
Furnishings,3.8976,05-04-2014
Appliances,19.0344,05-04-2014
Phones,76.5484,11-08-2015
Accessories,128.9742,12-12-2015
Supplies,0.5152,12-12-2015
Phones,78.851,12-01-2014
Furnishings,15.5856,12-01-2014
Furnishings,3.2406,12-01-2014
Fasteners,0.9336,10-07-2016
Storage,5.4124,11/17/2015
Paper,49.9704,11/17/2015
Chairs,383.931,11/17/2015
Paper,41.1528,3/17/2014
Phones,15.743,6/20/2015
Binders,207.475,5/25/2017
Accessories,13.2,5/25/2017
Fasteners,1.4805,5/25/2017
Furnishings,6.0288,5/25/2017
Furnishings,12.8928,09-09-2014
Art,2.6964,09-09-2014
Phones,4.6193,10/17/2017
Appliances,20.975,11-02-2017
Paper,5.7624,11-02-2017
Appliances,-12.9792,7/21/2014
Envelopes,29.673,7/21/2014
Chairs,-93.99,7/21/2014
Binders,-1.827,7/21/2014
Furnishings,50.5632,09-11-2015
Storage,1.576,09-11-2015
Accessories,6.7966,09-11-2015
Storage,108.1752,09-11-2015
Accessories,-9.282,10/21/2016
Furnishings,-10.9611,01-07-2016
Paper,9.072,01-07-2016
Paper,16.1838,6/25/2015
Binders,-1.476,6/25/2015
Furnishings,-20.7306,6/25/2015
Labels,1.6704,6/25/2015
Binders,16.956,9/20/2015
Appliances,10.8966,07-10-2017
Bookcases,5.1294,6/30/2017
Chairs,38.8704,8/21/2017
Storage,34.3548,8/21/2017
Accessories,11.613,8/21/2017
Accessories,24.9132,03-11-2017
Furnishings,11.7568,03-11-2017
Binders,106.9578,9/15/2017
Appliances,129.7725,9/20/2016
Binders,-1.476,12/15/2016
Paper,5.2884,11-03-2017
Appliances,197.9208,07-03-2016
Binders,-4.577,9/26/2014
Furnishings,4.7664,9/26/2014
Appliances,3.1032,9/26/2014
Art,4.485,7/14/2014
Binders,-1.8585,9/28/2017
Storage,267.705,8/28/2015
Bookcases,28.9568,8/28/2015
Storage,29.1528,8/28/2015
Binders,13.959,8/28/2015
Phones,15.1116,8/28/2015
Furnishings,1.7472,8/28/2015
Paper,28.858,9/20/2015
Binders,8.8624,9/20/2015
Phones,71.2692,11-07-2016
Phones,100.7916,11-07-2016
Paper,6.2208,11-07-2016
Storage,5.841,11-07-2016
Binders,89.9548,11-07-2016
Accessories,86.3892,10/20/2015
Furnishings,6.0876,10/20/2015
Storage,-107.958,01-01-2017
Furnishings,-187.3815,01-01-2017
Chairs,-26.6352,01-01-2017
Art,2.2288,01-01-2017
Binders,-9.705,01-01-2017
Binders,-22.6842,01-01-2017
Appliances,-38.8212,01-01-2017
Furnishings,9.3228,6/23/2015
Binders,74.691,6/23/2015
Accessories,18.0,6/23/2015
Binders,46.9952,11/22/2016
Labels,47.6268,10/26/2015
Paper,47.8152,10/26/2015
Appliances,20.388,10/26/2015
Binders,-10.4874,10/26/2015
Storage,-161.694,10/26/2015
Furnishings,18.33,10/20/2016
Appliances,5.265,4/28/2017
Art,1.1808,9/29/2016
Binders,12.974,07-10-2015
Appliances,20.1708,08-07-2015
Storage,70.0336,12-07-2014
Labels,2.8224,12-10-2015
Art,32.97,11-08-2017
Furnishings,10.5072,7/27/2017
Paper,12.052,7/27/2017
Paper,6.2208,7/27/2017
Accessories,32.893,7/27/2017
Storage,34.2925,12/28/2017
Paper,1.926,12/28/2017
Accessories,5.1015,03-10-2016
Machines,377.73,03-10-2016
Labels,3.7996,5/22/2015
Machines,334.4985,5/22/2015
Storage,29.3412,5/22/2015
Phones,58.1796,5/22/2015
Bookcases,-17.0274,2/17/2017
Art,52.632,2/17/2017
Phones,-87.6672,2/17/2017
Chairs,-58.5048,12-08-2017
Envelopes,20.844,11/18/2017
Chairs,-25.4772,11/18/2017
Chairs,-17.745,12-01-2016
Appliances,-30.8672,12-01-2016
Chairs,-1.2178,12-01-2016
Art,2.322,10-03-2017
Furnishings,41.4456,8/29/2017
Storage,7.9896,11/24/2017
Paper,100.4255,6/30/2017
Chairs,-75.192,7/22/2017
Furnishings,10.9096,11-11-2016
Chairs,0.0,11-11-2016
Binders,11.0264,11-11-2016
Envelopes,9.585,12-09-2014
Copiers,125.9972,12-09-2014
Chairs,-28.2744,09-07-2017
Binders,-4.9878,02-06-2015
Accessories,4.4004,02-06-2015
Storage,-125.766,02-06-2015
Furnishings,-43.848,8/26/2017
Accessories,15.0984,7/20/2014
Paper,5.8604,7/20/2014
Art,3.8048,7/20/2014
Storage,160.623,7/20/2014
Furnishings,-70.9605,10-08-2015
Paper,17.3148,2/16/2015
Labels,41.2237,2/16/2015
Tables,-255.5875,08-12-2016
Furnishings,21.4776,11-09-2014
Art,1.2672,7/18/2016
Storage,24.857,7/18/2016
Paper,6.7048,7/18/2016
Labels,7.2177,02-05-2016
Storage,50.3658,02-05-2016
Tables,6.9716,02-05-2016
Phones,-31.9936,02-05-2016
Appliances,155.727,6/20/2014
Art,1.6896,6/20/2014
Paper,23.0864,06-09-2017
Labels,9.8784,12/27/2016
Binders,5.0196,1/26/2014
Bookcases,39.7488,1/26/2014
Storage,4.872,3/23/2017
Paper,9.6192,3/23/2017
Copiers,6719.9808,3/23/2017
Accessories,38.08,3/20/2017
Paper,27.882,3/20/2017
Tables,-23.9372,10-04-2016
Accessories,95.2,11/18/2016
Paper,5.6112,12/26/2017
Accessories,87.89,03-09-2016
Chairs,36.4736,2/16/2016
Appliances,76.3152,9/28/2015
Phones,89.3142,9/28/2015
Furnishings,33.936,11-02-2015
Binders,41.1208,11-02-2015
Binders,4.1832,11-02-2015
Bookcases,-30.147,11-02-2015
Tables,-32.3673,7/31/2016
Tables,366.6348,11-06-2017
Chairs,-73.0548,11-06-2017
Accessories,32.688,11-06-2017
Art,68.6868,2/14/2016
Labels,1.4112,07-09-2014
Binders,14.1426,07-09-2014
Storage,4.0664,07-09-2014
Paper,52.8228,1/30/2016
Storage,37.2186,9/22/2016
Accessories,142.485,12/22/2017
Copiers,449.991,09-02-2016
Tables,-188.7,08-02-2015
Tables,-480.2032,11/21/2015
Phones,-24.0435,11/21/2015
Furnishings,-10.1736,5/18/2017
Furnishings,-0.9933,5/18/2017
Paper,20.5764,7/23/2017
Envelopes,2.934,9/13/2015
Chairs,-12.148,9/13/2015
Paper,29.5254,12-10-2016
Paper,9.3312,10-02-2015
Binders,3.6162,10-02-2015
Paper,18.6624,11/17/2017
Furnishings,76.9816,11/17/2017
Binders,-4.2336,11/30/2015
Appliances,9.8352,11/30/2015
Furnishings,25.1808,11/30/2015
Paper,4.3904,12-06-2015
Accessories,-1.1196,09-05-2017
Art,7.196,09-05-2017
Paper,5.4432,09-05-2017
Binders,-18.2525,4/24/2017
Storage,-18.196,4/24/2017
Storage,16.7875,11-08-2015
Phones,142.9948,11-08-2015
Furnishings,4.728,11-08-2015
Machines,2229.024,11-08-2015
Chairs,115.5528,11-08-2015
Tables,-76.6062,4/26/2015
Art,0.4264,4/26/2015
Binders,-913.176,9/20/2015
Storage,-58.8736,9/20/2015
Appliances,7.1372,09-07-2017
Furnishings,-17.784,11-07-2016
Storage,19.6305,11-07-2016
Binders,-4.6464,9/25/2015
Paper,3.799,9/25/2015
Binders,-1.8106,9/25/2015
Binders,-2.2848,9/25/2015
Fasteners,0.8688,10-03-2014
Furnishings,-19.0656,10-03-2014
Labels,1.7248,10-03-2014
Binders,-3.0396,10-03-2014
Fasteners,-3.768,10-03-2014
Storage,-2.5248,2/18/2014
Paper,83.646,06-12-2016
Paper,6.2208,06-12-2016
Paper,91.056,11-01-2017
Paper,20.0851,11-01-2017
Furnishings,7.4376,04-04-2016
Storage,8.0652,04-04-2016
Accessories,37.7874,04-04-2016
Art,9.7119,6/30/2016
Bookcases,291.3778,6/30/2016
Storage,42.3625,9/22/2014
Storage,0.4068,9/22/2014
Supplies,0.416,05-01-2017
Tables,-458.1468,05-01-2017
Chairs,0.0,05-01-2017
Storage,-0.7748,10/20/2017
Paper,2.502,10/20/2017
Art,1.112,10/20/2017
Furnishings,6.0412,10/20/2017
Binders,8.3104,09-01-2014
Accessories,57.12,09-01-2014
Phones,50.396,08-12-2014
Furnishings,31.6128,08-12-2014
Storage,10.3473,8/19/2014
Appliances,-191.619,05-10-2015
Art,3.6784,05-10-2015
Phones,-123.998,05-10-2016
Binders,-16.818,03-05-2015
Furnishings,-1.8848,03-05-2015
Appliances,-470.548,03-05-2015
Storage,6.0416,03-05-2015
Copiers,89.997,08-12-2017
Paper,92.2368,08-12-2017
Phones,27.2952,08-12-2017
Storage,11.685,08-12-2017
Accessories,12.2465,08-12-2017
Binders,37.764,08-12-2017
Paper,180.7659,6/26/2016
Binders,3.7694,6/26/2016
Storage,44.4704,6/26/2016
Paper,9.3312,12/15/2016
Binders,-10.0372,9/13/2015
Appliances,30.735,12/30/2014
Binders,12.8499,12/30/2014
Phones,5.1948,4/29/2014
Tables,-47.175,1/30/2017
Supplies,2.772,1/30/2017
Phones,250.396,1/30/2017
Art,3.1536,1/30/2017
Chairs,313.2624,12/25/2016
Chairs,4.8392,10/20/2016
Art,0.2996,6/13/2015
Storage,282.2092,6/30/2017
Paper,15.6078,6/26/2015
Binders,-2.7588,2/21/2016
Binders,-26.726,2/21/2016
Storage,32.4342,2/21/2016
Storage,87.7578,4/22/2017
Envelopes,22.0158,05-09-2017
Chairs,25.875,05-09-2017
Machines,137.264,12/21/2015
Art,14.2272,12/21/2015
Accessories,135.456,12/21/2015
Furnishings,-33.6414,12/21/2015
Paper,10.8864,08-12-2014
Art,4.1965,08-12-2014
Accessories,41.7186,08-12-2014
Appliances,15.8436,08-12-2014
Supplies,-1.041,08-12-2014
Labels,0.9963,08-12-2014
Binders,-7.5768,12-11-2015
Binders,5.9696,11-03-2017
Phones,74.975,3/13/2017
Envelopes,12.744,5/30/2016
Accessories,26.8752,5/30/2016
Furnishings,0.7392,07-05-2015
Labels,4.2717,07-05-2015
Art,2.0748,03-11-2014
Envelopes,81.432,4/20/2015
Accessories,659.98,7/26/2017
Chairs,45.294,7/26/2017
Phones,8.2782,10/31/2014
Tables,36.4776,11-03-2017
Paper,15.552,08-11-2016
Binders,19.2556,08-11-2016
Binders,35.6776,08-11-2016
Art,11.151,7/25/2016
Storage,8.5845,03-01-2014
Tables,-43.0296,03-01-2014
Furnishings,24.4608,1/26/2017
Phones,764.3818,1/26/2017
Chairs,-14.6388,07-12-2014
Fasteners,0.5668,07-12-2014
Art,3.9004,07-12-2014
Paper,5.6112,07-12-2014
Art,0.1533,04-11-2017
Art,2.3616,04-11-2017
Storage,3.363,11/13/2017
Art,4.504,12-05-2015
Binders,-24.9984,9/26/2016
Appliances,2.2724,11/19/2016
Paper,20.585,11/19/2016
Storage,5.397,09-08-2017
Phones,13.8579,09-08-2017
Binders,-4.5824,7/21/2017
Binders,-164.836,7/21/2017
Paper,68.976,10-06-2017
Paper,3.1104,10-06-2017
Accessories,2.5216,11-07-2017
Storage,3.363,03-09-2016
Chairs,88.725,03-09-2016
Paper,8.7906,03-09-2016
Binders,23.31,03-09-2016
Binders,149.76,5/13/2017
Art,3.157,07-02-2016
Paper,11.7208,12/27/2014
Accessories,184.26,12/27/2014
Chairs,-38.2116,4/13/2017
Paper,15.552,11/14/2014
Appliances,16.5888,06-11-2017
Storage,19.8072,11/25/2016
Labels,22.2,3/21/2014
Furnishings,6.5904,3/21/2014
Chairs,-10.9188,3/21/2014
Furnishings,13.188,4/30/2015
Furnishings,3.792,4/30/2015
Phones,58.66,4/30/2015
Furnishings,10.449,4/30/2015
Paper,3.1104,4/30/2015
Furnishings,7.3008,05-03-2017
Binders,-17.592,05-03-2017
Tables,-112.041,05-03-2017
Binders,-44.94,05-03-2017
Fasteners,2.8,05-03-2017
Furnishings,41.0388,8/26/2016
Storage,24.3824,04-11-2014
Phones,9.2386,04-11-2014
Accessories,91.3248,04-11-2014
Art,3.968,01-02-2017
Appliances,-13.58,01-02-2017
Tables,-169.637,01-02-2017
Storage,27.9108,01-02-2017
Phones,84.5982,4/28/2017
Phones,60.4768,1/30/2017
Supplies,7.3872,09-07-2014
Paper,9.6632,09-07-2014
Binders,31.47,09-07-2014
Tables,33.8517,06-11-2016
Bookcases,21.294,10/17/2016
Binders,-8.4728,12/27/2014
Furnishings,33.7266,11/24/2016
Storage,4.461,11-10-2016
Appliances,23.5872,01-05-2015
Binders,17.55,01-05-2015
Appliances,8.048,3/21/2017
Storage,-14.5764,11-12-2015
Paper,5.6376,11-12-2015
Envelopes,69.965,11-12-2015
Paper,3.405,09-09-2014
Phones,-20.1362,3/17/2016
Chairs,0.0,02-08-2016
Accessories,14.9925,11/26/2016
Paper,6.4128,11/26/2016
Binders,4.1328,09-04-2017
Storage,2.436,5/28/2015
Storage,21.714,5/28/2015
Appliances,22.0748,11-01-2014
Fasteners,6.2292,12/27/2016
Paper,5.7624,12-04-2017
Furnishings,9.8856,12/23/2017
Phones,35.8644,12-01-2016
Furnishings,48.906,12-01-2016
Appliances,297.6435,12-01-2016
Tables,-47.0583,12-01-2016
Paper,108.7408,6/30/2014
Binders,-11.52,09-03-2014
Chairs,-35.5136,11-02-2017
Storage,0.8058,4/13/2015
Binders,78.435,12-05-2015
Chairs,12.8058,12-05-2015
Paper,11.1132,12-05-2015
Paper,48.5392,02-01-2016
Furnishings,5.8744,07-08-2017
Accessories,58.179,07-08-2017
Furnishings,9.1954,07-08-2017
Art,8.673,07-08-2017
Art,45.487,07-08-2017
Binders,38.6848,12-11-2015
Tables,-199.5076,11/15/2016
Art,9.1938,05-09-2016
Tables,-173.3472,03-10-2017
Paper,18.144,12/17/2016
Accessories,-6.21,12/17/2016
Paper,49.9704,04-06-2017
Binders,46.225,05-09-2017
Storage,26.07,05-09-2017
Tables,63.107,05-09-2017
Storage,2.6784,05-09-2017
Accessories,87.9912,05-09-2017
Accessories,4.95,10-12-2017
Fasteners,8.771,10-12-2017
Furnishings,17.4064,10-12-2017
Bookcases,129.294,10-12-2017
Binders,-12.288,8/28/2016
Supplies,0.9576,10-02-2015
Supplies,0.1744,11/23/2017
Accessories,-10.9116,11-12-2017
Furnishings,-30.392,12/19/2016
Storage,6.465,3/30/2014
Furnishings,112.422,11-08-2017
Fasteners,-1.3608,9/14/2014
Paper,2.14,9/14/2014
Furnishings,-6.723,9/14/2014
Binders,-13.6832,9/14/2014
